id,author/disease,gene,article_count
7416,Schwarz E/Asperger syndrome,insulin,1
3007,Guest PC/Asperger syndrome,insulin,1
6744,Rahmoune H/Asperger syndrome,insulin,1
8743,Wang L/Asperger syndrome,insulin,1
4657,Levin Y/Asperger syndrome,insulin,1
3594,Ingudomnukul E/Asperger syndrome,insulin,1
7111,Ruta L/Asperger syndrome,insulin,1
4034,Kent L/Asperger syndrome,insulin,2
7855,Spain M/Asperger syndrome,insulin,1
568,Baron-Cohen S/Asperger syndrome,insulin,3
476,Bahn S/Asperger syndrome,insulin,1
8851,Wermter AK/Asperger syndrome,oxytocin receptor,2
3899,Kamp-Becker I/Asperger syndrome,oxytocin receptor,2
3309,Hesse P/Asperger syndrome,oxytocin receptor,1
7400,Schulte-Korne G/Asperger syndrome,oxytocin receptor,2
7960,Strauch K/Asperger syndrome,oxytocin receptor,2
6860,Remschmidt H/Asperger syndrome,oxytocin receptor,2
1260,Chakrabarti B/Asperger syndrome,homeobox A1,2
2037,Dudbridge F/Asperger syndrome,homeobox A1,1
4034,Kent L/Asperger syndrome,homeobox A1,2
8870,Wheelwright S/Asperger syndrome,homeobox A1,1
3322,Hill-Cawthorne G/Asperger syndrome,homeobox A1,1
187,Allison C/Asperger syndrome,homeobox A1,1
528,Banerjee-Basu S/Asperger syndrome,homeobox A1,1
568,Baron-Cohen S/Asperger syndrome,homeobox A1,3
1205,Castagnola M/Asperger syndrome,statherin,2
5427,Messana I/Asperger syndrome,statherin,2
3605,Inzitari R/Asperger syndrome,statherin,2
2253,Fanali C/Asperger syndrome,statherin,2
1092,Cabras T/Asperger syndrome,statherin,2
5623,Morelli A/Asperger syndrome,statherin,2
6365,Pecoraro AM/Asperger syndrome,statherin,2
5871,Neri G/Asperger syndrome,statherin,2
8341,Torrioli MG/Asperger syndrome,statherin,2
3046,Gurrieri F/Asperger syndrome,statherin,2
1205,Castagnola M/Asperger syndrome,histatin 1,2
5427,Messana I/Asperger syndrome,histatin 1,2
3605,Inzitari R/Asperger syndrome,histatin 1,2
2253,Fanali C/Asperger syndrome,histatin 1,2
1092,Cabras T/Asperger syndrome,histatin 1,2
5623,Morelli A/Asperger syndrome,histatin 1,2
6365,Pecoraro AM/Asperger syndrome,histatin 1,2
5871,Neri G/Asperger syndrome,histatin 1,2
8341,Torrioli MG/Asperger syndrome,histatin 1,2
3046,Gurrieri F/Asperger syndrome,histatin 1,2
9110,Yan J/Asperger syndrome,neuroligin 3,1
2319,Feng J/Asperger syndrome,neuroligin 3,1
7391,Schroer R/Asperger syndrome,neuroligin 3,1
4705,Li W/Asperger syndrome,neuroligin 3,1
7735,Skinner C/Asperger syndrome,neuroligin 3,1
7413,Schwartz CE/Asperger syndrome,neuroligin 3,1
1544,Cook EH Jr/Asperger syndrome,neuroligin 3,2
7816,Sommer SS/Asperger syndrome,neuroligin 3,1
8851,Wermter AK/Asperger syndrome,neuroligin 3,2
3899,Kamp-Becker I/Asperger syndrome,neuroligin 3,2
7960,Strauch K/Asperger syndrome,neuroligin 3,2
7400,Schulte-Korne G/Asperger syndrome,neuroligin 3,2
6860,Remschmidt H/Asperger syndrome,neuroligin 3,2
114,Al-Ayadhi LY/Asperger syndrome,tumor necrosis factor,1
5984,Novotny S/Asperger syndrome,prolactin,1
3384,Hollander E/Asperger syndrome,prolactin,1
6476,Phillips A/Asperger syndrome,prolactin,1
184,Allen A/Asperger syndrome,prolactin,1
8776,Wasserman S/Asperger syndrome,prolactin,1
3655,Iyengar R/Asperger syndrome,prolactin,1
5704,Muhle R/Asperger syndrome,oxytocin receptor,1
8377,Trentacoste SV/Asperger syndrome,oxytocin receptor,1
6789,Rapin I/Asperger syndrome,oxytocin receptor,1
1525,Conciatori M/Asperger syndrome,homeobox A1,1
7941,Stodgell CJ/Asperger syndrome,homeobox A1,1
3542,Hyman SL/Asperger syndrome,homeobox A1,1
6001,O'Bara M/Asperger syndrome,homeobox A1,1
5491,Militerni R/Asperger syndrome,homeobox A1,1
929,Bravaccio C/Asperger syndrome,homeobox A1,1
8386,Trillo S/Asperger syndrome,homeobox A1,1
5603,Montecchi F/Asperger syndrome,homeobox A1,1
7362,Schneider C/Asperger syndrome,homeobox A1,1
5377,Melmed R/Asperger syndrome,homeobox A1,1
2125,Elia M/Asperger syndrome,homeobox A1,1
1598,Crawford L/Asperger syndrome,homeobox A1,1
7861,Spence SJ/Asperger syndrome,homeobox A1,1
5762,Muscarella L/Asperger syndrome,homeobox A1,1
2994,Guarnieri V/Asperger syndrome,homeobox A1,1
1657,D'Agruma L/Asperger syndrome,homeobox A1,1
6701,Quattrone A/Asperger syndrome,homeobox A1,1
9315,Zelante L/Asperger syndrome,homeobox A1,1
6718,Rabinowitz D/Asperger syndrome,homeobox A1,1
6308,Pascucci T/Asperger syndrome,homeobox A1,1
6651,Puglisi-Allegra S/Asperger syndrome,homeobox A1,1
6837,Reichelt KL/Asperger syndrome,homeobox A1,1
6987,Rodier PM/Asperger syndrome,homeobox A1,1
6434,Persico AM/Asperger syndrome,homeobox A1,1
1512,Collins JS/Asperger syndrome,homeobox A1,1
7392,Schroer RJ/Asperger syndrome,homeobox A1,1
785,Bird J/Asperger syndrome,homeobox A1,1
5450,Michaelis RC/Asperger syndrome,homeobox A1,1
2031,Dubisar BM/Asperger syndrome,multiple sclerosis,1
7948,Stoner SC/Asperger syndrome,multiple sclerosis,1
4059,Khan R/Asperger syndrome,multiple sclerosis,1
2284,Farrar CD/Asperger syndrome,multiple sclerosis,1
1865,Devlin B/Asperger syndrome,homeobox A1,1
683,Bennett P/Asperger syndrome,homeobox A1,1
1544,Cook EH Jr/Asperger syndrome,homeobox A1,2
1749,Dawson G/Asperger syndrome,homeobox A1,1
2847,Gonen D/Asperger syndrome,homeobox A1,1
2944,Grigorenko EL/Asperger syndrome,homeobox A1,1
5325,McMahon W/Asperger syndrome,homeobox A1,1
6343,Pauls D/Asperger syndrome,homeobox A1,1
7775,Smith M/Asperger syndrome,homeobox A1,1
7860,Spence MA/Asperger syndrome,homeobox A1,1
7328,Schellenberg GD/Asperger syndrome,homeobox A1,1
5077,Manning JT/Asperger syndrome,androgen receptor,1
1047,Bundred PE/Asperger syndrome,androgen receptor,1
2408,Flanagan BF/Asperger syndrome,androgen receptor,1
1,AU ṇo encontrado/Asperger syndrome,homeobox A1,1
7937,Stip E/Asperger syndrome,hypoparathyroidism,1
800,Black N/Asperger syndrome,hypoparathyroidism,1
2110,Ekoe JM/Asperger syndrome,hypoparathyroidism,1
5681,Mottron L/Asperger syndrome,hypoparathyroidism,1
98,Akefeldt A/Asperger syndrome,hypomelanosis of Ito,1
2761,Gillberg C/Asperger syndrome,hypomelanosis of Ito,1
7989,Subramaniam S/Atypical autism,huntingtin,1
863,Boregowda S/Atypical autism,huntingtin,1
2047,Dumitriu D/Atypical autism,C-reactive protein,1
513,Baldwin E/Atypical autism,C-reactive protein,1
1496,Coenen RJJ/Atypical autism,C-reactive protein,1
3121,Hammond LA/Atypical autism,C-reactive protein,1
6441,Peterka DS/Atypical autism,C-reactive protein,1
3262,Heilbrun L/Atypical autism,C-reactive protein,1
2533,Frye RE/Atypical autism,C-reactive protein,1
6216,Palmer R/Atypical autism,C-reactive protein,1
5977,Norrman HN/Atypical autism,C-reactive protein,1
2508,Fridell A/Atypical autism,C-reactive protein,1
6859,Remnelius KL/Atypical autism,C-reactive protein,1
3619,Isaksson J/Atypical autism,C-reactive protein,1
404,Austin C/Atypical autism,C-reactive protein,1
1642,Curtin P/Atypical autism,C-reactive protein,1
848,Bolte S/Atypical autism,C-reactive protein,1
350,Arora M/Atypical autism,C-reactive protein,1
5622,Morel C/Atypical autism,oxytocin receptor,1
5163,Martinez Sanchez I/Atypical autism,oxytocin receptor,1
1354,Cherifi Y/Atypical autism,oxytocin receptor,1
1294,Chartrel N/Atypical autism,oxytocin receptor,1
1911,Diaz Heijtz R/Atypical autism,oxytocin receptor,1
9510,de Oliveira Ferreira E/Atypical autism,synaptophysin,1
6439,Pessoa Gomes JM/Atypical autism,synaptophysin,1
5881,Neves KRT/Atypical autism,synaptophysin,1
4746,Lima FAV/Atypical autism,synaptophysin,1
9489,de Barros Viana GS/Atypical autism,synaptophysin,1
9488,de Andrade GM/Atypical autism,synaptophysin,1
6812,Rawlings-Mortimer F/Atypical autism,myelin regulatory factor,1
3023,Gullino LS/Atypical autism,myelin regulatory factor,1
7092,Ruhling S/Atypical autism,myelin regulatory factor,1
376,Ashton A/Atypical autism,myelin regulatory factor,1
556,Barkus C/Atypical autism,myelin regulatory factor,1
3795,Johansen-Berg H/Atypical autism,myelin regulatory factor,1
1168,Caria A/Atypical autism,arginine vasopressin,2
5245,Maurer MH/Atypical autism,adhesion G protein-coupled receptor L3,1
4215,Kohler A/Atypical autism,adhesion G protein-coupled receptor L3,1
3503,Hudemann M/Atypical autism,adhesion G protein-coupled receptor L3,1
3855,Jungling J/Atypical autism,adhesion G protein-coupled receptor L3,1
793,Biskup S/Atypical autism,adhesion G protein-coupled receptor L3,1
5407,Menzel M/Atypical autism,adhesion G protein-coupled receptor L3,1
4846,Lombardo B/Atypical autism,D-aspartate oxidase,1
6197,Pagani M/Atypical autism,D-aspartate oxidase,1
1772,De Rosa A/Atypical autism,D-aspartate oxidase,1
5993,Nunziato M/Atypical autism,D-aspartate oxidase,1
5468,Migliarini S/Atypical autism,D-aspartate oxidase,1
2655,Garofalo M/Atypical autism,D-aspartate oxidase,1
8215,Terrile M/Atypical autism,D-aspartate oxidase,1
1665,D'Argenio V/Atypical autism,D-aspartate oxidase,1
2584,Galbusera A/Atypical autism,D-aspartate oxidase,1
5996,Nuzzo T/Atypical autism,D-aspartate oxidase,1
6777,Ranieri A/Atypical autism,D-aspartate oxidase,1
8650,Vitale A/Atypical autism,D-aspartate oxidase,1
4608,Leggiero E/Atypical autism,D-aspartate oxidase,1
1890,Di Maio A/Atypical autism,D-aspartate oxidase,1
575,Barsotti N/Atypical autism,D-aspartate oxidase,1
864,Borello U/Atypical autism,D-aspartate oxidase,1
5824,Napolitano F/Atypical autism,D-aspartate oxidase,1
5063,Mandarino A/Atypical autism,D-aspartate oxidase,1
1179,Carotenuto M/Atypical autism,D-aspartate oxidase,1
3291,Heresco-Levy U/Atypical autism,D-aspartate oxidase,1
6313,Pasqualetti M/Atypical autism,D-aspartate oxidase,1
5028,Malatesta P/Atypical autism,D-aspartate oxidase,1
2898,Gozzi A/Atypical autism,D-aspartate oxidase,1
2177,Errico F/Atypical autism,D-aspartate oxidase,1
7204,Salvatore F/Atypical autism,D-aspartate oxidase,1
6319,Pastore L/Atypical autism,D-aspartate oxidase,1
8499,Usiello A/Atypical autism,D-aspartate oxidase,1
7692,Simpson D/Atypical autism,translocator protein,2
2727,Gharehgazlou A/Atypical autism,translocator protein,2
1668,Da Silva T/Atypical autism,translocator protein,2
4438,Labrie-Cleary C/Atypical autism,translocator protein,2
8918,Wilson AA/Atypical autism,translocator protein,2
5439,Meyer JH/Atypical autism,translocator protein,2
5543,Mizrahi R/Atypical autism,translocator protein,2
7105,Rusjan PM/Atypical autism,translocator protein,2
7692,Simpson D/Atypical autism,multiple sclerosis,2
2727,Gharehgazlou A/Atypical autism,multiple sclerosis,2
1668,Da Silva T/Atypical autism,multiple sclerosis,2
4438,Labrie-Cleary C/Atypical autism,multiple sclerosis,2
8918,Wilson AA/Atypical autism,multiple sclerosis,2
5439,Meyer JH/Atypical autism,multiple sclerosis,2
5543,Mizrahi R/Atypical autism,multiple sclerosis,2
7105,Rusjan PM/Atypical autism,multiple sclerosis,2
1541,Contractor A/Atypical autism,parvalbumin,2
2204,Ethell IM/Atypical autism,parvalbumin,2
6580,Portera-Cailliau C/Atypical autism,parvalbumin,2
6815,Razak KA/Atypical autism,parvalbumin,1
778,Binder DK/Atypical autism,parvalbumin,1
2204,Ethell IM/Atypical autism,parvalbumin,2
8755,Wang X/Atypical autism,oxytocin receptor,1
2180,Escobar JB/Atypical autism,oxytocin receptor,1
5383,Mendelowitz D/Atypical autism,oxytocin receptor,1
8207,Tempesta AJ/Atypical autism,multiple sclerosis,1
5495,Miller CE/Atypical autism,multiple sclerosis,1
4796,Litvak V/Atypical autism,multiple sclerosis,1
894,Bowman H/Atypical autism,multiple sclerosis,1
7371,Schofield AJ/Atypical autism,multiple sclerosis,1
2499,Frei JA/Atypical autism,FAT atypical cadherin 1,1
916,Brandenburg C/Atypical autism,FAT atypical cadherin 1,1
5873,Nestor JE/Atypical autism,FAT atypical cadherin 1,1
3361,Hodzic DM/Atypical autism,FAT atypical cadherin 1,1
6523,Plachez C/Atypical autism,FAT atypical cadherin 1,1
5329,McNeill H/Atypical autism,FAT atypical cadherin 1,1
2067,Dykxhoorn DM/Atypical autism,FAT atypical cadherin 1,1
5874,Nestor MW/Atypical autism,FAT atypical cadherin 1,1
811,Blatt GJ/Atypical autism,FAT atypical cadherin 1,1
4764,Lin YC/Atypical autism,FAT atypical cadherin 1,1
73,Ahern TH/Atypical autism,oxytocin receptor,1
6088,Olsen S/Atypical autism,oxytocin receptor,1
8432,Tudino R/Atypical autism,oxytocin receptor,1
637,Beery AK/Atypical autism,oxytocin receptor,1
2223,Fadila/Atypical autism,methylenetetrahydrofolate reductase,1
8015,Suman P/Atypical autism,methylenetetrahydrofolate reductase,1
4379,Kumar P/Atypical autism,methylenetetrahydrofolate reductase,1
6089,Omair F/Atypical autism,methylenetetrahydrofolate reductase,1
1680,Dai L/Atypical autism,insulin,1
8831,Weiss RB/Atypical autism,insulin,1
2055,Dunn DM/Atypical autism,insulin,1
6761,Ramirez A/Atypical autism,insulin,1
6341,Paul S/Atypical autism,insulin,1
4265,Korenberg JR/Atypical autism,insulin,1
3557,Ibi D/Atypical autism,synaptoporin,1
5810,Nakasai G/Atypical autism,synaptoporin,1
4223,Koide N/Atypical autism,synaptoporin,1
7296,Sawahata M/Atypical autism,synaptoporin,1
4221,Kohno T/Atypical autism,synaptoporin,1
8108,Takaba R/Atypical autism,synaptoporin,1
5787,Nagai T/Atypical autism,synaptoporin,1
3208,Hattori M/Atypical autism,synaptoporin,1
5778,Nabeshima T/Atypical autism,synaptoporin,1
9083,Yamada K/Atypical autism,synaptoporin,1
3341,Hiramatsu M/Atypical autism,synaptoporin,1
5170,Martinez-Rodriguez E/Atypical autism,arginine vasopressin,1
5154,Martin-Sanchez A/Atypical autism,arginine vasopressin,1
4368,Kul E/Atypical autism,arginine vasopressin,1
882,Bose A/Atypical autism,arginine vasopressin,1
5168,Martinez-Martinez FJ/Atypical autism,arginine vasopressin,1
7953,Stork O/Atypical autism,arginine vasopressin,1
5165,Martinez-Garcia F/Atypical autism,arginine vasopressin,1
4500,Lanuza E/Atypical autism,arginine vasopressin,1
7251,Santos M/Atypical autism,arginine vasopressin,1
71,Agustin-Pavon C/Atypical autism,arginine vasopressin,1
6510,Piras IS/Atypical autism,huntingtin,1
6488,Picinelli C/Atypical autism,huntingtin,1
3563,Iennaco R/Atypical autism,huntingtin,1
449,Baccarin M/Atypical autism,huntingtin,1
1218,Castronovo P/Atypical autism,huntingtin,1
8310,Tomaiuolo P/Atypical autism,huntingtin,1
1623,Cucinotta F/Atypical autism,huntingtin,1
6900,Ricciardello A/Atypical autism,huntingtin,1
8452,Turriziani L/Atypical autism,huntingtin,1
5822,Nanetti L/Atypical autism,huntingtin,1
5125,Mariotti C/Atypical autism,huntingtin,1
2695,Gellera C/Atypical autism,huntingtin,1
4784,Lintas C/Atypical autism,huntingtin,1
7127,Sacco R/Atypical autism,huntingtin,1
9466,Zuccato C/Atypical autism,huntingtin,1
1224,Cattaneo E/Atypical autism,huntingtin,1
6434,Persico AM/Atypical autism,huntingtin,1
1168,Caria A/Atypical autism,oxytocin receptor,2
1465,Ciringione L/Atypical autism,oxytocin receptor,1
2237,Falco S/Atypical autism,oxytocin receptor,1
2144,Endres D/Atypical autism,amphiphysin,1
4671,Leypoldt F/Atypical autism,amphiphysin,1
626,Bechter K/Atypical autism,amphiphysin,1
3187,Hasan A/Atypical autism,amphiphysin,1
7917,Steiner J/Atypical autism,amphiphysin,1
1975,Domschke K/Atypical autism,amphiphysin,1
8726,Wandinger KP/Atypical autism,amphiphysin,1
2241,Falkai P/Atypical autism,amphiphysin,1
349,Arolt V/Atypical autism,amphiphysin,1
7932,Stich O/Atypical autism,amphiphysin,1
6806,Rauer S/Atypical autism,amphiphysin,1
6643,Pruss H/Atypical autism,amphiphysin,1
9541,van Elst LT/Atypical autism,amphiphysin,1
3067,Hacohen-Kleiman G/Atypical autism,glutamate decarboxylase 1,1
9202,Yizhar-Barnea O/Atypical autism,glutamate decarboxylase 1,1
8351,Touloumi O/Atypical autism,glutamate decarboxylase 1,1
4451,Lagoudaki R/Atypical autism,glutamate decarboxylase 1,1
414,Avraham KB/Atypical autism,glutamate decarboxylase 1,1
2945,Grigoriadis N/Atypical autism,glutamate decarboxylase 1,1
2897,Gozes I/Atypical autism,glutamate decarboxylase 1,1
6872,Rendall AR/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
6426,Perrino PA/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
1068,Buscarello AN/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
2402,Fitch RH/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
7174,Sakaguchi Y/Atypical autism,nuclear receptor corepressor 1,1
8471,Uehara T/Atypical autism,nuclear receptor corepressor 1,1
8054,Suzuki H/Atypical autism,nuclear receptor corepressor 1,1
7184,Sakamoto Y/Atypical autism,nuclear receptor corepressor 1,1
2554,Fujiwara M/Atypical autism,nuclear receptor corepressor 1,1
4273,Kosaki K/Atypical autism,nuclear receptor corepressor 1,1
8124,Takenouchi T/Atypical autism,nuclear receptor corepressor 1,1
2813,Goel A/Atypical autism,parvalbumin,1
1142,Cantu DA/Atypical autism,parvalbumin,1
3015,Guilfoyle J/Atypical autism,parvalbumin,1
1302,Chaudhari GR/Atypical autism,parvalbumin,1
5883,Newadkar A/Atypical autism,parvalbumin,1
8301,Todisco B/Atypical autism,parvalbumin,1
9486,de Alba D/Atypical autism,parvalbumin,1
4285,Kourdougli N/Atypical autism,parvalbumin,1
7359,Schmitt LM/Atypical autism,parvalbumin,1
6367,Pedapati E/Atypical autism,parvalbumin,1
2167,Erickson CA/Atypical autism,parvalbumin,1
6580,Portera-Cailliau C/Atypical autism,parvalbumin,2
551,Bariselli S/Atypical autism,neuroligin 3,1
3419,Hornberg H/Atypical autism,neuroligin 3,1
6620,Prevost-Solie C/Atypical autism,neuroligin 3,1
5760,Musardo S/Atypical autism,neuroligin 3,1
3206,Hatstatt-Burkle L/Atypical autism,neuroligin 3,1
7325,Scheiffele P/Atypical autism,neuroligin 3,1
659,Bellone C/Atypical autism,neuroligin 3,1
7455,Sekiya N/Atypical autism,arginine vasopressin,1
419,Awazu M/Atypical autism,arginine vasopressin,1
5037,Malik A/Atypical autism,steroid sulfatase,1
236,Amer AB/Atypical autism,steroid sulfatase,1
7189,Salama M/Atypical autism,steroid sulfatase,1
3069,Haddad B/Atypical autism,steroid sulfatase,1
203,Alrifai MT/Atypical autism,steroid sulfatase,1
521,Balwi MA/Atypical autism,steroid sulfatase,1
1737,Davies W/Atypical autism,steroid sulfatase,1
2214,Eyaid W/Atypical autism,steroid sulfatase,1
5682,Motyl KJ/Atypical autism,prolactin,1
622,Beauchemin M/Atypical autism,prolactin,1
558,Barlow D/Atypical autism,prolactin,1
4550,Le PT/Atypical autism,prolactin,1
5790,Nagano K/Atypical autism,prolactin,1
8382,Treyball A/Atypical autism,prolactin,1
1541,Contractor A/Atypical autism,prolactin,2
566,Baron R/Atypical autism,prolactin,1
7037,Rosen CJ/Atypical autism,prolactin,1
3438,Houseknecht KL/Atypical autism,prolactin,1
1066,Burrows EL/Atypical autism,neuroligin 3,1
2073,Eastwood AF/Atypical autism,neuroligin 3,1
5246,May C/Atypical autism,neuroligin 3,1
4227,Kolbe SC/Atypical autism,neuroligin 3,1
3321,Hill T/Atypical autism,neuroligin 3,1
5317,McLachlan NM/Atypical autism,neuroligin 3,1
1444,Churilov L/Atypical autism,neuroligin 3,1
3144,Hannan AJ/Atypical autism,neuroligin 3,1
8547,Vanwong N/Atypical autism,insulin,3
7881,Srisawasdi P/Atypical autism,insulin,2
5892,Ngamsamut N/Atypical autism,insulin,3
5992,Nuntamool N/Atypical autism,insulin,3
6649,Puangpetch A/Atypical autism,insulin,3
1266,Chamkrachangpada B/Atypical autism,insulin,2
3403,Hongkaew Y/Atypical autism,insulin,3
4748,Limsila P/Atypical autism,insulin,3
4149,Kittitharaphan W/Atypical autism,insulin,2
8005,Sukasem C/Atypical autism,insulin,3
8547,Vanwong N/Atypical autism,leptin,3
7881,Srisawasdi P/Atypical autism,leptin,2
5892,Ngamsamut N/Atypical autism,leptin,3
5992,Nuntamool N/Atypical autism,leptin,3
6649,Puangpetch A/Atypical autism,leptin,3
1266,Chamkrachangpada B/Atypical autism,leptin,2
3403,Hongkaew Y/Atypical autism,leptin,3
4748,Limsila P/Atypical autism,leptin,3
4149,Kittitharaphan W/Atypical autism,leptin,2
8005,Sukasem C/Atypical autism,leptin,3
8547,Vanwong N/Atypical autism,prolactin,3
6633,Prommas S/Atypical autism,prolactin,1
6649,Puangpetch A/Atypical autism,prolactin,3
3403,Hongkaew Y/Atypical autism,prolactin,3
5992,Nuntamool N/Atypical autism,prolactin,3
5817,Nakorn CN/Atypical autism,prolactin,1
5892,Ngamsamut N/Atypical autism,prolactin,3
4748,Limsila P/Atypical autism,prolactin,3
8005,Sukasem C/Atypical autism,prolactin,3
